年份,文章标题,发布时间,url,route
2021,四川游记之雅安上里古镇,2021-07-16,https://you.ctrip.com/travels/yaan917/4022491.html,上里古镇(159)->重庆丰都名山风景区(377)->步行街(1201)->乐山大佛景区(1419)->峨眉山风景名胜区(1494)
2021,夏日雅安上里古镇一日游,2021-04-30,https://you.ctrip.com/travels/yaan917/4008221.html,上里古镇(233)->雅安蒙顶山旅游景区(384)->碧峰峡旅游景区(392)->柳江古镇旅游景区(885)
2021,白象居▏寻老街里的市井烟火，感受重庆森林的魅力,2021-11-06,https://you.ctrip.com/travels/chongqing158/4039753.html,东水门(141)->滨江路(371)->重庆湖广会馆(419)->来福士(427)->重庆长江索道景区(852)
2021,陈盈国：湖广会馆,2021-09-21,https://you.ctrip.com/travels/chongqing158/4032936.html,东水门(42)->长江大桥(45)->重庆湖广会馆(75)
2021,自贡灯会国潮趴二次元陪你跨年—中华彩灯大世界,2021-02-20,https://you.ctrip.com/travels/zigong575/3996374.html,中华彩灯大世界(175)->宽窄巷子(1220)->四川广汉三星堆博物馆(1251)->乐山大佛景区(1255)->重庆磁器口古镇(1301)->重庆大足石刻景区(1305)->鸿恩寺(1310)
2021,四川游记之绵竹剑南老街,2021-06-30,https://you.ctrip.com/travels/mianzhu1446217/4019675.html,中国绵竹年画村景区(18)->剑南老街(50)->成都武侯祠博物馆(219)
2021,漫步年画小村，探访绵竹年画，三岁女孩爱上民间艺术,2021-10-06,https://you.ctrip.com/travels/mianzhu1446217/4035262.html,中国绵竹年画村景区(654)->四川广汉三星堆博物馆(703)
2021,红色三岩全景攻略（下）:徒步21公里，用行走纪念红岩精神,2021-06-21,https://you.ctrip.com/travels/chongqing158/4018004.html,中山四路(124)->李子坝(173)->重庆鹅岭公园(177)->佛图关(180)->贰厂(492)->重庆鹅岭公园(498)->重庆红岩革命纪念馆(727)->佛图关公园(3759)->嘉陵江(3939)->大竹县花房子景区(4260)->史迪威博物馆(5853)->二厂(6400)->重庆人民大礼堂及人民广场(9097)->重庆中国三峡博物馆(9103)->重庆渝中嘉西村—怡园景区(9109)->桂园(9112)->重庆宋庆龄旧居陈列馆(9119)->特园(9126)->重庆中国民主党派历史陈列馆景区(9128)
2021,上清寺风云（下）：一座城市的光荣与史诗,2021-02-01,https://you.ctrip.com/travels/chongqing158/3994593.html,中山四路(226)->嘉陵江大桥(539)->长江大桥(940)->重庆人民大礼堂及人民广场(971)->重庆中国三峡博物馆(1576)->特园(1836)->解放碑(1947)->重庆渝中嘉西村—怡园景区(3219)->周公馆(3222)->李子坝(3227)->李子坝轻轨(3300)
2021,风吹日晒，自由自在“少年的你”我在重庆等你,2021-08-24,https://you.ctrip.com/travels/chongqing158/4029071.html,中山四路(69)->杨家坪步行街(433)->步行街(436)->皇冠大扶梯(941)->筒子楼(992)->解放碑(1249)
2021,迷失在8D魔幻重庆（三峡游轮+重庆武隆龚滩）,2021-06-06,https://you.ctrip.com/travels/2102876/4015346.html,丰都鬼城(183)->龚滩古镇(196)->重庆大足石刻景区(240)->重庆合川钓鱼城景区(251)->重庆磁器口古镇(261)->李子坝轻轨(267)->重庆洪崖洞民俗风貌区(274)->龙门浩老街(286)->重庆湖广会馆(292)->东水门(297)->重庆中国三峡博物馆(311)->解放碑(2284)->宝顶山(2899)->北山石刻(3015)->重庆渝北龙兴古镇景区(3169)->长江大桥(3625)->夔门(7952)->成都武侯祠博物馆(8248)
2021,四川最宜居的养老胜地是乐山，成都人都会时常排着队去吃喝游玩,2021-07-15,https://you.ctrip.com/travels/leshan103/4022227.html,乐山大佛景区(1)->峨眉山风景名胜区(351)->四川美术学院(753)->滨江路(795)
2021,四川出发就差你一个想法而已,2021-05-27,https://you.ctrip.com/travels/sichuan100009/4012947.html,乐山大佛景区(11)->春熙路(840)->太古里(866)->宽窄巷子(1404)
2021,“乐”不思“蜀”—开启巴蜀美食之旅,2021-08-17,https://you.ctrip.com/travels/chengdu104/4028119.html,乐山大佛景区(125)->峨眉山风景名胜区(318)->太古里(2471)->成都远洋太古里(3540)
2021,一定不要坐重庆轻轨1号线，不然会胖十斤！,2021-10-18,https://you.ctrip.com/travels/chongqing158/4036954.html,乐山大佛景区(140)->重庆磁器口古镇(229)->九街(628)->解放碑(698)->重庆洪崖洞民俗风貌区(702)->朝天门(713)
2021,成都周边|亲子度假酒店赴一场春日亲子之约,2021-03-25,https://you.ctrip.com/travels/chengdu104/4000725.html,乐山大佛景区(1924)->成都市双流区黄龙溪旅游区(2668)->成都市花舞人间旅游景区(2698)
2021,四川游记之乐山东方佛都,2021-07-19,https://you.ctrip.com/travels/leshan103/4022864.html,乐山大佛景区(22)->乐山东方佛都旅游区(56)->四川美术学院(348)->四川美术学院(657)
2021,从川藏线到若尔盖草原,2021-08-08,https://you.ctrip.com/travels/ruoergai3165/4026831.html,乐山大佛景区(231)->青城山—都江堰旅游景区(5520)
2021,世外康养&#183;度假式居家康养｜海子山八度康养之综合度|替自己和爸妈收藏的康养干货,2021-12-02,https://you.ctrip.com/travels/yaan917/4042882.html,乐山大佛景区(283)->峨眉山风景名胜区(424)->雅安周公山森林公园(553)->瓦屋山景区(557)
2021,世外康养|海子山八度康养之综合度（交通便捷、配套齐全、有温度的服务）,2021-12-21,https://you.ctrip.com/travels/yaan917/4044952.html,乐山大佛景区(285)->峨眉山风景名胜区(427)->雅安周公山森林公园(557)->瓦屋山景区(561)
2021,吃遍乐山地道美食，夜游上中顺夜市,2021-07-04,https://you.ctrip.com/travels/leshan103/4020361.html,乐山大佛景区(33)->小酒馆(711)
2021,成都美食最全攻略；住宿推荐—西姆善居酒店（陕西街店）,2021-08-04,https://you.ctrip.com/travels/chengdu104/4026254.html,乐山大佛景区(344)->天府广场(6491)->人民公园(6502)->春熙路(6541)->太古里(6544)->锦里(6548)->成都武侯祠博物馆(6550)->成都杜甫草堂博物馆(6554)
2021,天堂很远，四川很近,2021-09-29,https://you.ctrip.com/travels/sichuan100009/4034324.html,乐山大佛景区(64)->峨眉山风景名胜区(94)->乐山市夹江县东风堰-千佛岩景区(111)->乐山市黑竹沟风景区(141)->重庆大足海棠香国历史文化风情城(163)->重庆丰都名山风景区(197)->资阳乐至龙门报国寺(370)->步行街(1351)
2021,世界有多大，想和父亲一起去看看,2021-06-20,https://you.ctrip.com/travels/chongqing158/4017738.html,乐山大佛景区(881)->青城山—都江堰旅游景区(887)
2021,重庆主城景点探秘——悬空寺,2021-05-07,https://you.ctrip.com/travels/chongqing158/4009275.html,乐山大佛景区(921)->重庆洪崖洞民俗风貌区(1558)->鸿恩寺(1624)->嘉陵江(1632)->重庆丰都名山风景区(1681)
2021,天府印象系列11：三苏祠,2021-01-03,https://you.ctrip.com/travels/meishan914/3991055.html,乐山大佛景区(93)->成都市武侯区天府芙蓉园景区(332)->三苏祠景区(443)->步行街(556)->仁寿城市湿地公园(1188)->富顺文庙·西湖景区(2619)
2021,四川亲子游首选避暑胜地，两天一夜星空露营九皇山,2021-08-05,https://you.ctrip.com/travels/beichuan1934/4026538.html,九皇山(165)->重庆南岸南山桃花园景区(2539)
2021,成都3h飙拢，“森系”亲子游，回归诗意田园生活,2021-04-17,https://you.ctrip.com/travels/mianyang915/4005426.html,九皇山(98)->重庆动物园(2275)
2021,本地人挨骂也要曝光?重庆旅游的黑心商家&amp;amp;大坑,2021-09-30,https://you.ctrip.com/travels/chongqing158/4034442.html,九街(175)->重庆磁器口古镇(227)->小酒馆(233)->重庆洪崖洞民俗风貌区(394)->重庆观音桥商圈都市旅游区(421)->解放碑(456)->重庆长江索道景区(481)->李子坝轻轨(512)->涂鸦一条街(520)->皇冠大扶梯(584)->重庆磁器口古镇(617)
2021,开往涂鸦的地铁｜睡涂鸦民宿打卡重庆的彩色童话世界,2021-02-07,https://you.ctrip.com/travels/chongqing158/3995420.html,二厂(185)->石井坡(210)->重庆磁器口古镇(484)->解放碑(488)->重庆人民大礼堂及人民广场(492)->重庆洪崖洞民俗风貌区(498)->筒子楼(1374)
2021,和闺蜜一起，与一个酒店“谈恋爱”,2021-07-20,https://you.ctrip.com/travels/chengdu104/4023750.html,五块石街道(213)->春熙路(405)
2021,宜宾~访长江之头，探古城叙州，品山谷诗文，饮叙府美酒,2021-03-06,https://you.ctrip.com/travels/yibin278/3998026.html,五粮液旅游景区(1855)->罗城古镇(3308)
2021,蜀南竹海旅行攻略，3天2晚玩不够系列，下次我还来！,2021-12-16,https://you.ctrip.com/travels/changning3114/4044422.html,五粮液旅游景区(8)->宜宾市蜀南竹海风景名胜区(30)
2021,四川游记之成都博物馆,2021-07-22,https://you.ctrip.com/travels/chengdu104/4023989.html,人民公园(137)->大慈寺(286)->天府广场(350)->四川省图书馆(359)->四川美术馆(366)->四川美术学院(367)->四川广汉三星堆博物馆(865)->成都金沙遗址博物馆(871)
