start_city,经度1,纬度1,end_city,经度2,纬度2,count
渝中区,106.5392297,29.54908521,南岸区,106.6607826,29.53509925,175
渝中区,106.5392297,29.54908521,沙坪坝区,106.3684869,29.62456919,165
渝中区,106.5392297,29.54908521,九龙坡区,106.3640591,29.42857639,71
渝中区,106.5392297,29.54908521,成都市,103.9316933,30.65120719,46
渝中区,106.5392297,29.54908521,江北区,106.707849,29.61344075,74
渝中区,106.5392297,29.54908521,綦江区,106.7226033,28.87821184,29
渝中区,106.5392297,29.54908521,乐山市,103.5711381,29.21250982,4
渝中区,106.5392297,29.54908521,大足区,105.7426862,29.64978162,16
渝中区,106.5392297,29.54908521,渝北区,106.746744,29.80985233,17
渝中区,106.5392297,29.54908521,大渡口区,106.458846,29.41752891,6
渝中区,106.5392297,29.54908521,巴南区,106.7514977,29.37154731,5
渝中区,106.5392297,29.54908521,南川区,107.1714125,29.13528438,5
渝中区,106.5392297,29.54908521,丰都县,107.8309532,29.88443138,1
渝中区,106.5392297,29.54908521,涪陵区,107.3338132,29.65836036,3
渝中区,106.5392297,29.54908521,合川区,106.3117339,30.11234875,4
渝中区,106.5392297,29.54908521,忠县,107.9147032,30.33544467,2
渝中区,106.5392297,29.54908521,北碚区,106.5140439,29.86079131,2
渝中区,106.5392297,29.54908521,黔江区,108.7086215,29.43503249,2
渝中区,106.5392297,29.54908521,云阳县,108.717,31.097,3
渝中区,106.5392297,29.54908521,永川区,105.8729285,29.28984469,1
渝中区,106.5392297,29.54908521,万州区,108.4064117,30.70376936,1
渝中区,106.5392297,29.54908521,垫江县,107.4378231,30.25307171,2
南岸区,106.6607826,29.53509925,渝中区,106.5392297,29.54908521,151
南岸区,106.6607826,29.53509925,沙坪坝区,106.3684869,29.62456919,17
南岸区,106.6607826,29.53509925,九龙坡区,106.3640591,29.42857639,14
南岸区,106.6607826,29.53509925,成都市,103.9316933,30.65120719,5
南岸区,106.6607826,29.53509925,江北区,106.707849,29.61344075,11
南岸区,106.6607826,29.53509925,綦江区,106.7226033,28.87821184,3
南岸区,106.6607826,29.53509925,渝北区,106.746744,29.80985233,5
南岸区,106.6607826,29.53509925,大渡口区,106.458846,29.41752891,1
南岸区,106.6607826,29.53509925,巴南区,106.7514977,29.37154731,1
南岸区,106.6607826,29.53509925,丰都县,107.8309532,29.88443138,2
南岸区,106.6607826,29.53509925,涪陵区,107.3338132,29.65836036,2
南岸区,106.6607826,29.53509925,云阳县,108.717,31.097,1
南岸区,106.6607826,29.53509925,永川区,105.8729285,29.28984469,1
南岸区,106.6607826,29.53509925,铜梁区,106.0331051,29.81108529,1
南岸区,106.6607826,29.53509925,万州区,108.4064117,30.70376936,1
南岸区,106.6607826,29.53509925,垫江县,107.4378231,30.25307171,1
沙坪坝区,106.3684869,29.62456919,渝中区,106.5392297,29.54908521,152
沙坪坝区,106.3684869,29.62456919,南岸区,106.6607826,29.53509925,14
沙坪坝区,106.3684869,29.62456919,九龙坡区,106.3640591,29.42857639,16
沙坪坝区,106.3684869,29.62456919,成都市,103.9316933,30.65120719,5
沙坪坝区,106.3684869,29.62456919,江北区,106.707849,29.61344075,3
沙坪坝区,106.3684869,29.62456919,綦江区,106.7226033,28.87821184,5
沙坪坝区,106.3684869,29.62456919,大足区,105.7426862,29.64978162,1
沙坪坝区,106.3684869,29.62456919,渝北区,106.746744,29.80985233,1
沙坪坝区,106.3684869,29.62456919,大渡口区,106.458846,29.41752891,4
沙坪坝区,106.3684869,29.62456919,巴南区,106.7514977,29.37154731,2
沙坪坝区,106.3684869,29.62456919,南川区,107.1714125,29.13528438,1
沙坪坝区,106.3684869,29.62456919,黔江区,108.7086215,29.43503249,1
沙坪坝区,106.3684869,29.62456919,云阳县,108.717,31.097,1
沙坪坝区,106.3684869,29.62456919,南充市,106.2072719,31.19346912,1
九龙坡区,106.3640591,29.42857639,渝中区,106.5392297,29.54908521,56
九龙坡区,106.3640591,29.42857639,南岸区,106.6607826,29.53509925,14
九龙坡区,106.3640591,29.42857639,沙坪坝区,106.3684869,29.62456919,14
九龙坡区,106.3640591,29.42857639,成都市,103.9316933,30.65120719,7
九龙坡区,106.3640591,29.42857639,江北区,106.707849,29.61344075,4
九龙坡区,106.3640591,29.42857639,綦江区,106.7226033,28.87821184,5
九龙坡区,106.3640591,29.42857639,渝北区,106.746744,29.80985233,2
九龙坡区,106.3640591,29.42857639,大渡口区,106.458846,29.41752891,3
九龙坡区,106.3640591,29.42857639,巴南区,106.7514977,29.37154731,2
成都市,103.9316933,30.65120719,渝中区,106.5392297,29.54908521,38
成都市,103.9316933,30.65120719,南岸区,106.6607826,29.53509925,6
成都市,103.9316933,30.65120719,沙坪坝区,106.3684869,29.62456919,3
成都市,103.9316933,30.65120719,九龙坡区,106.3640591,29.42857639,6
成都市,103.9316933,30.65120719,江北区,106.707849,29.61344075,5
成都市,103.9316933,30.65120719,綦江区,106.7226033,28.87821184,1
成都市,103.9316933,30.65120719,乐山市,103.5711381,29.21250982,28
成都市,103.9316933,30.65120719,渝北区,106.746744,29.80985233,2
成都市,103.9316933,30.65120719,绵阳市,105.01,31.432,6
成都市,103.9316933,30.65120719,德阳市,104.4382707,31.12695838,4
成都市,103.9316933,30.65120719,宜宾市,104.6382682,28.57013595,1
成都市,103.9316933,30.65120719,南充市,106.2072719,31.19346912,1
成都市,103.9316933,30.65120719,梁平区,107.719593,30.65813156,1
成都市,103.9316933,30.65120719,雅安市,102.6645277,29.91057185,3
江北区,106.707849,29.61344075,渝中区,106.5392297,29.54908521,65
江北区,106.707849,29.61344075,南岸区,106.6607826,29.53509925,10
江北区,106.707849,29.61344075,沙坪坝区,106.3684869,29.62456919,7
江北区,106.707849,29.61344075,九龙坡区,106.3640591,29.42857639,4
江北区,106.707849,29.61344075,成都市,103.9316933,30.65120719,5
江北区,106.707849,29.61344075,綦江区,106.7226033,28.87821184,3
江北区,106.707849,29.61344075,乐山市,103.5711381,29.21250982,1
江北区,106.707849,29.61344075,梁平区,107.719593,30.65813156,1
綦江区,106.7226033,28.87821184,渝中区,106.5392297,29.54908521,19
綦江区,106.7226033,28.87821184,南岸区,106.6607826,29.53509925,4
綦江区,106.7226033,28.87821184,沙坪坝区,106.3684869,29.62456919,8
綦江区,106.7226033,28.87821184,九龙坡区,106.3640591,29.42857639,1
綦江区,106.7226033,28.87821184,成都市,103.9316933,30.65120719,1
綦江区,106.7226033,28.87821184,江北区,106.707849,29.61344075,7
綦江区,106.7226033,28.87821184,大足区,105.7426862,29.64978162,1
綦江区,106.7226033,28.87821184,南川区,107.1714125,29.13528438,1
綦江区,106.7226033,28.87821184,黔江区,108.7086215,29.43503249,1
綦江区,106.7226033,28.87821184,永川区,105.8729285,29.28984469,1
綦江区,106.7226033,28.87821184,万州区,108.4064117,30.70376936,1
乐山市,103.5711381,29.21250982,渝中区,106.5392297,29.54908521,2
乐山市,103.5711381,29.21250982,沙坪坝区,106.3684869,29.62456919,1
乐山市,103.5711381,29.21250982,成都市,103.9316933,30.65120719,30
乐山市,103.5711381,29.21250982,绵阳市,105.01,31.432,1
乐山市,103.5711381,29.21250982,宜宾市,104.6382682,28.57013595,3
乐山市,103.5711381,29.21250982,内江市,104.9139398,29.63813631,2
大足区,105.7426862,29.64978162,渝中区,106.5392297,29.54908521,12
大足区,105.7426862,29.64978162,南岸区,106.6607826,29.53509925,2
大足区,105.7426862,29.64978162,沙坪坝区,106.3684869,29.62456919,3
大足区,105.7426862,29.64978162,九龙坡区,106.3640591,29.42857639,1
大足区,105.7426862,29.64978162,綦江区,106.7226033,28.87821184,1
大足区,105.7426862,29.64978162,南川区,107.1714125,29.13528438,1
大足区,105.7426862,29.64978162,丰都县,107.8309532,29.88443138,2
大足区,105.7426862,29.64978162,涪陵区,107.3338132,29.65836036,1
大足区,105.7426862,29.64978162,合川区,106.3117339,30.11234875,1
大足区,105.7426862,29.64978162,永川区,105.8729285,29.28984469,2
大足区,105.7426862,29.64978162,铜梁区,106.0331051,29.81108529,2
大足区,105.7426862,29.64978162,江津区,106.2632018,29.02933829,1
渝北区,106.746744,29.80985233,渝中区,106.5392297,29.54908521,12
渝北区,106.746744,29.80985233,南岸区,106.6607826,29.53509925,2
渝北区,106.746744,29.80985233,沙坪坝区,106.3684869,29.62456919,1
渝北区,106.746744,29.80985233,成都市,103.9316933,30.65120719,4
渝北区,106.746744,29.80985233,江北区,106.707849,29.61344075,2
渝北区,106.746744,29.80985233,北碚区,106.5140439,29.86079131,1
大渡口区,106.458846,29.41752891,渝中区,106.5392297,29.54908521,4
大渡口区,106.458846,29.41752891,南岸区,106.6607826,29.53509925,4
大渡口区,106.458846,29.41752891,沙坪坝区,106.3684869,29.62456919,1
大渡口区,106.458846,29.41752891,九龙坡区,106.3640591,29.42857639,3
大渡口区,106.458846,29.41752891,綦江区,106.7226033,28.87821184,1
巴南区,106.7514977,29.37154731,渝中区,106.5392297,29.54908521,7
巴南区,106.7514977,29.37154731,九龙坡区,106.3640591,29.42857639,2
巴南区,106.7514977,29.37154731,江北区,106.707849,29.61344075,1
巴南区,106.7514977,29.37154731,綦江区,106.7226033,28.87821184,1
巴南区,106.7514977,29.37154731,南川区,107.1714125,29.13528438,1
巴南区,106.7514977,29.37154731,合川区,106.3117339,30.11234875,1
南川区,107.1714125,29.13528438,渝中区,106.5392297,29.54908521,4
南川区,107.1714125,29.13528438,沙坪坝区,106.3684869,29.62456919,1
南川区,107.1714125,29.13528438,九龙坡区,106.3640591,29.42857639,1
南川区,107.1714125,29.13528438,綦江区,106.7226033,28.87821184,1
南川区,107.1714125,29.13528438,丰都县,107.8309532,29.88443138,1
南川区,107.1714125,29.13528438,北碚区,106.5140439,29.86079131,2
南川区,107.1714125,29.13528438,黔江区,108.7086215,29.43503249,1
丰都县,107.8309532,29.88443138,渝中区,106.5392297,29.54908521,1
丰都县,107.8309532,29.88443138,沙坪坝区,106.3684869,29.62456919,1
丰都县,107.8309532,29.88443138,忠县,107.9147032,30.33544467,3
丰都县,107.8309532,29.88443138,云阳县,108.717,31.097,1
绵阳市,105.01,31.432,成都市,103.9316933,30.65120719,4
绵阳市,105.01,31.432,德阳市,104.4382707,31.12695838,2
绵阳市,105.01,31.432,南充市,106.2072719,31.19346912,1
绵阳市,105.01,31.432,泸州市,105.4439703,28.8959298,1
涪陵区,107.3338132,29.65836036,渝中区,106.5392297,29.54908521,2
涪陵区,107.3338132,29.65836036,南岸区,106.6607826,29.53509925,3
涪陵区,107.3338132,29.65836036,江北区,106.707849,29.61344075,1
涪陵区,107.3338132,29.65836036,丰都县,107.8309532,29.88443138,1
德阳市,104.4382707,31.12695838,成都市,103.9316933,30.65120719,8
合川区,106.3117339,30.11234875,渝中区,106.5392297,29.54908521,2
合川区,106.3117339,30.11234875,沙坪坝区,106.3684869,29.62456919,1
合川区,106.3117339,30.11234875,大足区,105.7426862,29.64978162,2
合川区,106.3117339,30.11234875,涪陵区,107.3338132,29.65836036,1
忠县,107.9147032,30.33544467,渝中区,106.5392297,29.54908521,1
忠县,107.9147032,30.33544467,南岸区,106.6607826,29.53509925,1
忠县,107.9147032,30.33544467,丰都县,107.8309532,29.88443138,4
忠县,107.9147032,30.33544467,云阳县,108.717,31.097,1
北碚区,106.5140439,29.86079131,渝中区,106.5392297,29.54908521,3
北碚区,106.5140439,29.86079131,南岸区,106.6607826,29.53509925,1
北碚区,106.5140439,29.86079131,江北区,106.707849,29.61344075,1
北碚区,106.5140439,29.86079131,渝北区,106.746744,29.80985233,2
黔江区,108.7086215,29.43503249,渝中区,106.5392297,29.54908521,3
黔江区,108.7086215,29.43503249,大足区,105.7426862,29.64978162,1
黔江区,108.7086215,29.43503249,南川区,107.1714125,29.13528438,1
黔江区,108.7086215,29.43503249,涪陵区,107.3338132,29.65836036,1
云阳县,108.717,31.097,渝中区,106.5392297,29.54908521,1
云阳县,108.717,31.097,丰都县,107.8309532,29.88443138,1
云阳县,108.717,31.097,梁平区,107.719593,30.65813156,1
宜宾市,104.6382682,28.57013595,成都市,103.9316933,30.65120719,2
宜宾市,104.6382682,28.57013595,乐山市,103.5711381,29.21250982,1
宜宾市,104.6382682,28.57013595,大足区,105.7426862,29.64978162,1
宜宾市,104.6382682,28.57013595,泸州市,105.4439703,28.8959298,1
永川区,105.8729285,29.28984469,渝中区,106.5392297,29.54908521,2
永川区,105.8729285,29.28984469,沙坪坝区,106.3684869,29.62456919,1
永川区,105.8729285,29.28984469,长寿区,107.1399724,29.95446381,1
南充市,106.2072719,31.19346912,渝中区,106.5392297,29.54908521,1
南充市,106.2072719,31.19346912,成都市,103.9316933,30.65120719,1
南充市,106.2072719,31.19346912,乐山市,103.5711381,29.21250982,1
南充市,106.2072719,31.19346912,绵阳市,105.01,31.432,1
铜梁区,106.0331051,29.81108529,渝中区,106.5392297,29.54908521,1
铜梁区,106.0331051,29.81108529,南岸区,106.6607826,29.53509925,1
铜梁区,106.0331051,29.81108529,九龙坡区,106.3640591,29.42857639,1
铜梁区,106.0331051,29.81108529,合川区,106.3117339,30.11234875,1
梁平区,107.719593,30.65813156,南岸区,106.6607826,29.53509925,1
梁平区,107.719593,30.65813156,大足区,105.7426862,29.64978162,1
万州区,108.4064117,30.70376936,沙坪坝区,106.3684869,29.62456919,1
万州区,108.4064117,30.70376936,云阳县,108.717,31.097,1
雅安市,102.6645277,29.91057185,成都市,103.9316933,30.65120719,1
雅安市,102.6645277,29.91057185,南充市,106.2072719,31.19346912,1
江津区,106.2632018,29.02933829,南川区,107.1714125,29.13528438,1
江津区,106.2632018,29.02933829,黔江区,108.7086215,29.43503249,1
长寿区,107.1399724,29.95446381,綦江区,106.7226033,28.87821184,1
达州市,107.6485784,31.36365576,成都市,103.9316933,30.65120719,1
广安市,106.667105,30.42382644,渝中区,106.5392297,29.54908521,1
自贡市,104.6858498,29.28374458,乐山市,103.5711381,29.21250982,1
