start_city,经度1,纬度1,end_city,经度2,纬度2,count
渝中区,106.5392297,29.54908521,沙坪坝区,106.3684869,29.62456919,79
渝中区,106.5392297,29.54908521,南岸区,106.6607826,29.53509925,90
渝中区,106.5392297,29.54908521,九龙坡区,106.3640591,29.42857639,40
渝中区,106.5392297,29.54908521,江北区,106.707849,29.61344075,41
渝中区,106.5392297,29.54908521,成都市,103.9316933,30.65120719,15
渝中区,106.5392297,29.54908521,渝北区,106.746744,29.80985233,9
渝中区,106.5392297,29.54908521,大足区,105.7426862,29.64978162,5
渝中区,106.5392297,29.54908521,綦江区,106.7226033,28.87821184,3
渝中区,106.5392297,29.54908521,巴南区,106.7514977,29.37154731,3
渝中区,106.5392297,29.54908521,大渡口区,106.458846,29.41752891,2
渝中区,106.5392297,29.54908521,南川区,107.1714125,29.13528438,1
渝中区,106.5392297,29.54908521,涪陵区,107.3338132,29.65836036,3
渝中区,106.5392297,29.54908521,合川区,106.3117339,30.11234875,2
渝中区,106.5392297,29.54908521,北碚区,106.5140439,29.86079131,1
渝中区,106.5392297,29.54908521,江津区,106.2632018,29.02933829,2
渝中区,106.5392297,29.54908521,万州区,108.4064117,30.70376936,1
渝中区,106.5392297,29.54908521,梁平区,107.719593,30.65813156,1
沙坪坝区,106.3684869,29.62456919,渝中区,106.5392297,29.54908521,80
沙坪坝区,106.3684869,29.62456919,南岸区,106.6607826,29.53509925,10
沙坪坝区,106.3684869,29.62456919,九龙坡区,106.3640591,29.42857639,11
沙坪坝区,106.3684869,29.62456919,江北区,106.707849,29.61344075,4
沙坪坝区,106.3684869,29.62456919,成都市,103.9316933,30.65120719,4
沙坪坝区,106.3684869,29.62456919,綦江区,106.7226033,28.87821184,1
沙坪坝区,106.3684869,29.62456919,南川区,107.1714125,29.13528438,1
沙坪坝区,106.3684869,29.62456919,永川区,105.8729285,29.28984469,1
南岸区,106.6607826,29.53509925,渝中区,106.5392297,29.54908521,72
南岸区,106.6607826,29.53509925,沙坪坝区,106.3684869,29.62456919,11
南岸区,106.6607826,29.53509925,九龙坡区,106.3640591,29.42857639,6
南岸区,106.6607826,29.53509925,江北区,106.707849,29.61344075,9
南岸区,106.6607826,29.53509925,成都市,103.9316933,30.65120719,4
南岸区,106.6607826,29.53509925,渝北区,106.746744,29.80985233,1
南岸区,106.6607826,29.53509925,綦江区,106.7226033,28.87821184,1
九龙坡区,106.3640591,29.42857639,渝中区,106.5392297,29.54908521,32
九龙坡区,106.3640591,29.42857639,沙坪坝区,106.3684869,29.62456919,14
九龙坡区,106.3640591,29.42857639,南岸区,106.6607826,29.53509925,10
九龙坡区,106.3640591,29.42857639,江北区,106.707849,29.61344075,4
九龙坡区,106.3640591,29.42857639,成都市,103.9316933,30.65120719,6
九龙坡区,106.3640591,29.42857639,大渡口区,106.458846,29.41752891,1
九龙坡区,106.3640591,29.42857639,北碚区,106.5140439,29.86079131,1
江北区,106.707849,29.61344075,渝中区,106.5392297,29.54908521,30
江北区,106.707849,29.61344075,沙坪坝区,106.3684869,29.62456919,8
江北区,106.707849,29.61344075,南岸区,106.6607826,29.53509925,4
江北区,106.707849,29.61344075,九龙坡区,106.3640591,29.42857639,5
江北区,106.707849,29.61344075,成都市,103.9316933,30.65120719,1
江北区,106.707849,29.61344075,渝北区,106.746744,29.80985233,1
成都市,103.9316933,30.65120719,渝中区,106.5392297,29.54908521,7
成都市,103.9316933,30.65120719,沙坪坝区,106.3684869,29.62456919,3
成都市,103.9316933,30.65120719,南岸区,106.6607826,29.53509925,2
成都市,103.9316933,30.65120719,九龙坡区,106.3640591,29.42857639,3
成都市,103.9316933,30.65120719,江北区,106.707849,29.61344075,3
成都市,103.9316933,30.65120719,渝北区,106.746744,29.80985233,2
成都市,103.9316933,30.65120719,乐山市,103.5711381,29.21250982,5
成都市,103.9316933,30.65120719,綦江区,106.7226033,28.87821184,1
成都市,103.9316933,30.65120719,大渡口区,106.458846,29.41752891,1
成都市,103.9316933,30.65120719,德阳市,104.4382707,31.12695838,3
成都市,103.9316933,30.65120719,南充市,106.2072719,31.19346912,1
成都市,103.9316933,30.65120719,泸州市,105.4439703,28.8959298,1
成都市,103.9316933,30.65120719,雅安市,102.6645277,29.91057185,1
渝北区,106.746744,29.80985233,渝中区,106.5392297,29.54908521,6
渝北区,106.746744,29.80985233,沙坪坝区,106.3684869,29.62456919,1
渝北区,106.746744,29.80985233,南岸区,106.6607826,29.53509925,1
渝北区,106.746744,29.80985233,成都市,103.9316933,30.65120719,3
大足区,105.7426862,29.64978162,渝中区,106.5392297,29.54908521,6
大足区,105.7426862,29.64978162,沙坪坝区,106.3684869,29.62456919,2
大足区,105.7426862,29.64978162,南岸区,106.6607826,29.53509925,1
大足区,105.7426862,29.64978162,綦江区,106.7226033,28.87821184,1
大足区,105.7426862,29.64978162,荣昌区,105.5070099,29.46461003,2
乐山市,103.5711381,29.21250982,成都市,103.9316933,30.65120719,9
乐山市,103.5711381,29.21250982,德阳市,104.4382707,31.12695838,1
乐山市,103.5711381,29.21250982,眉山市,103.7548125,29.92418804,3
綦江区,106.7226033,28.87821184,渝中区,106.5392297,29.54908521,2
綦江区,106.7226033,28.87821184,沙坪坝区,106.3684869,29.62456919,1
綦江区,106.7226033,28.87821184,南岸区,106.6607826,29.53509925,1
綦江区,106.7226033,28.87821184,江北区,106.707849,29.61344075,1
綦江区,106.7226033,28.87821184,成都市,103.9316933,30.65120719,1
綦江区,106.7226033,28.87821184,大足区,105.7426862,29.64978162,1
綦江区,106.7226033,28.87821184,长寿区,107.1399724,29.95446381,1
巴南区,106.7514977,29.37154731,渝中区,106.5392297,29.54908521,1
巴南区,106.7514977,29.37154731,南岸区,106.6607826,29.53509925,2
巴南区,106.7514977,29.37154731,江北区,106.707849,29.61344075,1
大渡口区,106.458846,29.41752891,渝中区,106.5392297,29.54908521,2
大渡口区,106.458846,29.41752891,九龙坡区,106.3640591,29.42857639,1
大渡口区,106.458846,29.41752891,巴南区,106.7514977,29.37154731,1
德阳市,104.4382707,31.12695838,成都市,103.9316933,30.65120719,2
德阳市,104.4382707,31.12695838,乐山市,103.5711381,29.21250982,1
南川区,107.1714125,29.13528438,渝中区,106.5392297,29.54908521,2
南川区,107.1714125,29.13528438,渝北区,106.746744,29.80985233,1
涪陵区,107.3338132,29.65836036,南岸区,106.6607826,29.53509925,1
涪陵区,107.3338132,29.65836036,大足区,105.7426862,29.64978162,1
永川区,105.8729285,29.28984469,九龙坡区,106.3640591,29.42857639,2
永川区,105.8729285,29.28984469,大足区,105.7426862,29.64978162,1
南充市,106.2072719,31.19346912,成都市,103.9316933,30.65120719,1
南充市,106.2072719,31.19346912,合川区,106.3117339,30.11234875,1
南充市,106.2072719,31.19346912,广安市,106.667105,30.42382644,1
眉山市,103.7548125,29.92418804,成都市,103.9316933,30.65120719,1
合川区,106.3117339,30.11234875,大足区,105.7426862,29.64978162,1
北碚区,106.5140439,29.86079131,九龙坡区,106.3640591,29.42857639,1
泸州市,105.4439703,28.8959298,成都市,103.9316933,30.65120719,1
泸州市,105.4439703,28.8959298,宜宾市,104.6382682,28.57013595,1
荣昌区,105.5070099,29.46461003,渝中区,106.5392297,29.54908521,1
江津区,106.2632018,29.02933829,沙坪坝区,106.3684869,29.62456919,1
万州区,108.4064117,30.70376936,渝中区,106.5392297,29.54908521,1
万州区,108.4064117,30.70376936,九龙坡区,106.3640591,29.42857639,1
宜宾市,104.6382682,28.57013595,成都市,103.9316933,30.65120719,1
宜宾市,104.6382682,28.57013595,乐山市,103.5711381,29.21250982,1
雅安市,102.6645277,29.91057185,成都市,103.9316933,30.65120719,1
云阳县,108.717,31.097,渝中区,106.5392297,29.54908521,1
长寿区,107.1399724,29.95446381,南川区,107.1714125,29.13528438,1
忠县,107.9147032,30.33544467,云阳县,108.717,31.097,1
丰都县,107.8309532,29.88443138,忠县,107.9147032,30.33544467,1
自贡市,104.6858498,29.28374458,成都市,103.9316933,30.65120719,1
