start_city,经度1,纬度1,end_city,经度2,纬度2,count
渝中区,106.5392297,29.54908521,沙坪坝区,106.3684869,29.62456919,65
渝中区,106.5392297,29.54908521,南岸区,106.6607826,29.53509925,68
渝中区,106.5392297,29.54908521,江北区,106.707849,29.61344075,35
渝中区,106.5392297,29.54908521,九龙坡区,106.3640591,29.42857639,27
渝中区,106.5392297,29.54908521,成都市,103.9316933,30.65120719,11
渝中区,106.5392297,29.54908521,大足区,105.7426862,29.64978162,10
渝中区,106.5392297,29.54908521,德阳市,104.4382707,31.12695838,1
渝中区,106.5392297,29.54908521,綦江区,106.7226033,28.87821184,8
渝中区,106.5392297,29.54908521,巴南区,106.7514977,29.37154731,2
渝中区,106.5392297,29.54908521,北碚区,106.5140439,29.86079131,1
渝中区,106.5392297,29.54908521,铜梁区,106.0331051,29.81108529,1
渝中区,106.5392297,29.54908521,丰都县,107.8309532,29.88443138,1
渝中区,106.5392297,29.54908521,大渡口区,106.458846,29.41752891,1
渝中区,106.5392297,29.54908521,合川区,106.3117339,30.11234875,1
渝中区,106.5392297,29.54908521,万州区,108.4064117,30.70376936,2
渝中区,106.5392297,29.54908521,潼南区,105.814469,30.14303771,1
渝中区,106.5392297,29.54908521,忠县,107.9147032,30.33544467,1
沙坪坝区,106.3684869,29.62456919,渝中区,106.5392297,29.54908521,65
沙坪坝区,106.3684869,29.62456919,南岸区,106.6607826,29.53509925,12
沙坪坝区,106.3684869,29.62456919,江北区,106.707849,29.61344075,8
沙坪坝区,106.3684869,29.62456919,九龙坡区,106.3640591,29.42857639,5
沙坪坝区,106.3684869,29.62456919,成都市,103.9316933,30.65120719,1
沙坪坝区,106.3684869,29.62456919,乐山市,103.5711381,29.21250982,1
沙坪坝区,106.3684869,29.62456919,綦江区,106.7226033,28.87821184,1
沙坪坝区,106.3684869,29.62456919,巴南区,106.7514977,29.37154731,1
沙坪坝区,106.3684869,29.62456919,大渡口区,106.458846,29.41752891,1
南岸区,106.6607826,29.53509925,渝中区,106.5392297,29.54908521,58
南岸区,106.6607826,29.53509925,沙坪坝区,106.3684869,29.62456919,9
南岸区,106.6607826,29.53509925,江北区,106.707849,29.61344075,6
南岸区,106.6607826,29.53509925,九龙坡区,106.3640591,29.42857639,3
南岸区,106.6607826,29.53509925,大足区,105.7426862,29.64978162,1
南岸区,106.6607826,29.53509925,丰都县,107.8309532,29.88443138,2
南岸区,106.6607826,29.53509925,江津区,106.2632018,29.02933829,1
江北区,106.707849,29.61344075,渝中区,106.5392297,29.54908521,33
江北区,106.707849,29.61344075,沙坪坝区,106.3684869,29.62456919,8
江北区,106.707849,29.61344075,南岸区,106.6607826,29.53509925,4
江北区,106.707849,29.61344075,九龙坡区,106.3640591,29.42857639,2
江北区,106.707849,29.61344075,大足区,105.7426862,29.64978162,1
江北区,106.707849,29.61344075,渝北区,106.746744,29.80985233,1
江北区,106.707849,29.61344075,北碚区,106.5140439,29.86079131,2
九龙坡区,106.3640591,29.42857639,渝中区,106.5392297,29.54908521,20
九龙坡区,106.3640591,29.42857639,沙坪坝区,106.3684869,29.62456919,7
九龙坡区,106.3640591,29.42857639,南岸区,106.6607826,29.53509925,3
九龙坡区,106.3640591,29.42857639,江北区,106.707849,29.61344075,3
九龙坡区,106.3640591,29.42857639,成都市,103.9316933,30.65120719,2
九龙坡区,106.3640591,29.42857639,大渡口区,106.458846,29.41752891,1
九龙坡区,106.3640591,29.42857639,永川区,105.8729285,29.28984469,1
成都市,103.9316933,30.65120719,渝中区,106.5392297,29.54908521,9
成都市,103.9316933,30.65120719,沙坪坝区,106.3684869,29.62456919,2
成都市,103.9316933,30.65120719,九龙坡区,106.3640591,29.42857639,1
成都市,103.9316933,30.65120719,大足区,105.7426862,29.64978162,1
成都市,103.9316933,30.65120719,乐山市,103.5711381,29.21250982,7
成都市,103.9316933,30.65120719,德阳市,104.4382707,31.12695838,8
成都市,103.9316933,30.65120719,渝北区,106.746744,29.80985233,1
成都市,103.9316933,30.65120719,眉山市,103.7548125,29.92418804,1
成都市,103.9316933,30.65120719,南充市,106.2072719,31.19346912,1
成都市,103.9316933,30.65120719,雅安市,102.6645277,29.91057185,1
大足区,105.7426862,29.64978162,渝中区,106.5392297,29.54908521,4
大足区,105.7426862,29.64978162,沙坪坝区,106.3684869,29.62456919,1
大足区,105.7426862,29.64978162,南岸区,106.6607826,29.53509925,3
大足区,105.7426862,29.64978162,九龙坡区,106.3640591,29.42857639,1
大足区,105.7426862,29.64978162,成都市,103.9316933,30.65120719,1
大足区,105.7426862,29.64978162,德阳市,104.4382707,31.12695838,1
大足区,105.7426862,29.64978162,綦江区,106.7226033,28.87821184,1
大足区,105.7426862,29.64978162,长寿区,107.1399724,29.95446381,1
大足区,105.7426862,29.64978162,合川区,106.3117339,30.11234875,1
大足区,105.7426862,29.64978162,南充市,106.2072719,31.19346912,1
乐山市,103.5711381,29.21250982,渝中区,106.5392297,29.54908521,4
乐山市,103.5711381,29.21250982,沙坪坝区,106.3684869,29.62456919,1
乐山市,103.5711381,29.21250982,成都市,103.9316933,30.65120719,10
乐山市,103.5711381,29.21250982,德阳市,104.4382707,31.12695838,2
乐山市,103.5711381,29.21250982,眉山市,103.7548125,29.92418804,1
德阳市,104.4382707,31.12695838,成都市,103.9316933,30.65120719,10
德阳市,104.4382707,31.12695838,乐山市,103.5711381,29.21250982,2
綦江区,106.7226033,28.87821184,渝中区,106.5392297,29.54908521,7
綦江区,106.7226033,28.87821184,沙坪坝区,106.3684869,29.62456919,2
綦江区,106.7226033,28.87821184,黔江区,108.7086215,29.43503249,1
巴南区,106.7514977,29.37154731,渝中区,106.5392297,29.54908521,4
巴南区,106.7514977,29.37154731,綦江区,106.7226033,28.87821184,1
巴南区,106.7514977,29.37154731,北碚区,106.5140439,29.86079131,1
巴南区,106.7514977,29.37154731,南川区,107.1714125,29.13528438,2
渝北区,106.746744,29.80985233,渝中区,106.5392297,29.54908521,3
渝北区,106.746744,29.80985233,北碚区,106.5140439,29.86079131,1
渝北区,106.746744,29.80985233,长寿区,107.1399724,29.95446381,1
北碚区,106.5140439,29.86079131,南岸区,106.6607826,29.53509925,1
北碚区,106.5140439,29.86079131,九龙坡区,106.3640591,29.42857639,1
北碚区,106.5140439,29.86079131,渝北区,106.746744,29.80985233,1
铜梁区,106.0331051,29.81108529,渝中区,106.5392297,29.54908521,1
铜梁区,106.0331051,29.81108529,大足区,105.7426862,29.64978162,2
丰都县,107.8309532,29.88443138,渝中区,106.5392297,29.54908521,2
大渡口区,106.458846,29.41752891,渝中区,106.5392297,29.54908521,2
大渡口区,106.458846,29.41752891,江北区,106.707849,29.61344075,1
长寿区,107.1399724,29.95446381,沙坪坝区,106.3684869,29.62456919,1
长寿区,107.1399724,29.95446381,南川区,107.1714125,29.13528438,1
南川区,107.1714125,29.13528438,南岸区,106.6607826,29.53509925,1
南川区,107.1714125,29.13528438,江津区,106.2632018,29.02933829,1
眉山市,103.7548125,29.92418804,成都市,103.9316933,30.65120719,2
眉山市,103.7548125,29.92418804,乐山市,103.5711381,29.21250982,1
合川区,106.3117339,30.11234875,沙坪坝区,106.3684869,29.62456919,1
合川区,106.3117339,30.11234875,铜梁区,106.0331051,29.81108529,2
南充市,106.2072719,31.19346912,资阳市,105.118789,30.09793125,1
云阳县,108.717,31.097,南岸区,106.6607826,29.53509925,1
云阳县,108.717,31.097,丰都县,107.8309532,29.88443138,1
云阳县,108.717,31.097,长寿区,107.1399724,29.95446381,1
万州区,108.4064117,30.70376936,沙坪坝区,106.3684869,29.62456919,1
万州区,108.4064117,30.70376936,南岸区,106.6607826,29.53509925,1
江津区,106.2632018,29.02933829,綦江区,106.7226033,28.87821184,1
绵阳市,105.01,31.432,南充市,106.2072719,31.19346912,1
绵阳市,105.01,31.432,达州市,107.6485784,31.36365576,1
雅安市,102.6645277,29.91057185,成都市,103.9316933,30.65120719,1
雅安市,102.6645277,29.91057185,乐山市,103.5711381,29.21250982,1
黔江区,108.7086215,29.43503249,云阳县,108.717,31.097,1
泸州市,105.4439703,28.8959298,渝中区,106.5392297,29.54908521,1
内江市,104.9139398,29.63813631,自贡市,104.6858498,29.28374458,1
达州市,107.6485784,31.36365576,绵阳市,105.01,31.432,1
资阳市,105.118789,30.09793125,大足区,105.7426862,29.64978162,1
自贡市,104.6858498,29.28374458,泸州市,105.4439703,28.8959298,1
荣昌区,105.5070099,29.46461003,内江市,104.9139398,29.63813631,1
宜宾市,104.6382682,28.57013595,乐山市,103.5711381,29.21250982,1
涪陵区,107.3338132,29.65836036,黔江区,108.7086215,29.43503249,1
