年份,文章标题,发布时间,url,route
2018,#国家宝藏#【重庆、成都、九寨沟、丽江】一场古典风情与舌尖美食的碰撞（7天6晚放肆游）,2018/8/9,https://you.ctrip.com/travels/chengdu104/3714863.html,成都武侯祠博物馆(460)->锦里(470)->宽窄巷子(477)->成都大熊猫繁育研究基地(1106)->成都山玫瑰谷(1983)
2018,（成都本地人推荐玩法）九天开出一成都，带不走的只有你！（三）,2018/8/20,https://you.ctrip.com/travels/chengdu104/3718880.html,天府广场(29)->文殊院(701)->宽窄巷子(782)->人民公园(787)->成都武侯祠博物馆(802)->青羊宫(815)->大慈寺(3076)->太古里(3116)->春熙路(3138)->成都杜甫草堂博物馆(3165)->成都吃客(8394)->魁星楼(8409)->九眼桥(8508)->乐山大佛景区(10818)->峨眉山风景名胜区(10820)
2018,“去了趟重庆，艳遇真的不浅”,2018/10/22,https://you.ctrip.com/travels/chongqing158/3742587.html,解放碑(291)->重庆洪崖洞民俗风貌区(295)->重庆长江索道景区(299)->重庆磁器口古镇(310)->白公馆(314)
2018,“少不入川，老不出蜀”，亲测所言不假【4天3晚成都游】,2018/11/2,https://you.ctrip.com/travels/chengdu104/3747142.html,成都吃客(318)->望丛祠(356)->九眼桥(392)->人民公园(1501)->奎星楼(4901)->太古里(5901)->春熙路(6342)->小酒馆(7229)
2018,【成都】草堂何处寻，成都美食记,2018/10/12,https://you.ctrip.com/travels/chengdu104/3738682.html,成都杜甫草堂博物馆(134)->浣花溪(139)->洛带古镇(143)->成都吃客(233)->太古里(264)->春熙路(350)->小酒馆(5087)->宽窄巷子(7814)
2018,【成都】好雨知时节，花重锦官城,2018/11/14,https://you.ctrip.com/travels/chengdu104/3750807.html,成都武侯祠博物馆(168)->春熙路(176)->四川省图书馆(1016)->九眼桥(1839)->成都吃客(3877)->成都杜甫草堂博物馆(4266)->天府广场(5620)
2018,【成都】所有的乡愁，都是因为馋,2018/9/10,https://you.ctrip.com/travels/chengdu104/3727032.html,宽窄巷子(2347)->锦里(4989)
2018,【成都】天府有芙蓉，网红美食享不停,2018/9/25,https://you.ctrip.com/travels/chengdu104/3732493.html,宽窄巷子(193)->青羊宫(198)->成都武侯祠博物馆(1021)->成都杜甫草堂博物馆(1025)->大慈寺(3321)->文殊院(3325)->琴台故径(5157)
2018,【成都】武候祠祭古，芙蓉城品味,2018/10/20,https://you.ctrip.com/travels/chengdu104/3742541.html,成都武侯祠博物馆(145)->文殊院(153)->天府广场(1153)->四川省图书馆(1162)->九眼桥(2289)->四川大学(2388)->青羊宫(3032)->太古里(5514)
2018,【成都周末游】古城印象，自由锦官城,2018/11/4,https://you.ctrip.com/travels/chengdu104/3747472.html,宽窄巷子(181)->人民公园(186)->成都杜甫草堂博物馆(191)->天府广场(1058)->春熙路(1826)->锦里(1836)->鹤鸣茶社(3145)->成都武侯祠博物馆(3711)
2018,【川渝记忆-下篇】才下舌尖，又上心头的成都味道,2018/12/5,https://you.ctrip.com/travels/chengdu104/3757103.html,春熙路(34)->人民公园(3496)->重庆人民大礼堂及人民广场(3612)->鹤鸣茶社(4123)->宽窄巷子(4476)->成都武侯祠博物馆(5878)->锦里(5914)->成都杜甫草堂博物馆(7088)->太古里(16074)->九眼桥(16078)->重庆涪陵巴山夜雨休闲旅游区(18489)
2018,【旅神探店】重庆柏联|山中藏古寺，有泉隐于寺,2018/9/24,https://you.ctrip.com/travels/chongqing158/3731490.html,重庆缙云山景区(494)->重庆涪陵巴山夜雨休闲旅游区(3073)
2018,【马玛丽旅行志】天府美味知多少，记一场成都寻味之旅,2018/12/30,https://you.ctrip.com/travels/chengdu104/3763995.html,春熙路(344)->成都吃客(354)->宽窄巷子(362)->东郊记忆(412)->锦里(459)->太古里(637)->天府广场(2325)->成都武侯祠博物馆(7433)
2018,【孟夕的图】13末14初一个人飞去成都跨年,2018/5/6,https://you.ctrip.com/travels/chengdu104/1687137.html,宽窄巷子(768)->大慈寺(792)->文殊院(796)->锦里(2709)
2018,【山城的动与静，渝见西南】重庆深度游我斗恁个说：重庆的温柔你不懂,2018/9/25,https://you.ctrip.com/travels/chongqing158/3732310.html,四川美术学院(345)->重庆鹅岭公园(351)->李子坝(565)->二厂文创公园(572)->枇杷山(4067)->重庆洪崖洞民俗风貌区(5236)->千厮门大桥(5363)
